,text,length,pred,target,correct
281,@yungmigo @bigmoneyniquee &#128530; nicca fucc yu,6,0,0,1
282,<unk> can be a bitch !,6,0,1,0
283,a nicca is hungry as <unk>,6,0,0,1
284,<unk> cuz the whole team trash,6,1,1,1
285,i hate a wishy washy bitch,6,0,0,1
286,<unk> ugly emo trash go cut,6,1,2,0
287,@vivaalakatyy @brotherbill7 @jhuff_5 good bitch choke,6,0,0,1
288,rt <unk> <unk> and <unk> <unk>,6,0,1,0
289,god damn flappy birds weak ass,6,0,0,1
290,<unk> what u doing bitch boy,6,0,0,1
291,i curved yo bitch. your welcome.,6,1,0,0
292,rt @itsfoodporn: oreo cheesecake bars <unk>,6,1,1,1
293,these hoes cant fuck wit you,6,0,0,1
294,i'll fuck a bitch real quick,6,0,0,1
295,ima boss ass bitch bitch bitch,6,0,0,1
296,happy bday ya bitch you!! <unk>,6,0,0,1
297,<unk> these hoes gay thats why,6,0,0,1
298,these niggas be actin like bitches,6,0,0,1
299,yo bitch <unk> just let her,6,0,0,1
300,<unk> @datboyrayt that kids a fag,6,2,0,0
301,@chasebasford @justinbieber i was 200 bitch,6,0,0,1
302,random running dogs in the ghetto,6,0,1,0
303,@longbongchris mk hun just <unk> me,6,1,1,1
304,rt @funnypicsdepot: pussy ass nigga <unk>,6,0,2,0
305,miss these scary hoes! :) <unk>,6,1,0,0
306,ya'll niggers have a good thanksgiving,6,0,0,1
307,early bird gets the <unk> <unk>,6,1,1,1
308,rt <unk> the radio is trash.,6,1,1,1
309,quit blowing up my feed bitches.,6,0,0,1
310,<unk> keep ya <unk> on hoe!!,6,0,0,1
311,music .....you make me sick bitch,6,0,0,1
312,<unk> &lt;= got all the hoes,6,0,0,1
313,clearly i'm afraid of birds <unk>,6,1,1,1
314,goodmorning <unk> bitch ass niggas !!!,6,0,0,1
315,@slings_x_arrows you sub tweeting me nig?,6,0,0,1
316,"<unk> no, i dont like hoes",6,0,0,1
317,@jawshoeeahhh @greyyygoose @jehnayy you're gay bitch,6,0,0,1
318,water whippin bitch that bobby <unk>,6,0,0,1
319,rt <unk> these hoes ain't loyal,6,0,0,1
320,@grrizziy pudding it right in her pussy,7,0,0,1
321,on westside i'm screamin fuck kd bitch!!!!,7,0,0,1
322,rt <unk> mary jane my only bitch,7,0,0,1
323,99 problems but a bitch ain't 1,7,0,0,1
324,<unk> don't pillow <unk> wit dey bitches,7,0,0,1
325,<unk> suck ass bum ass yankees foh,7,0,0,1
326,<unk> is high on cat nip rn,7,1,1,1
327,@bigshaadswerver @alejandro_bihhh i haven't seen that hoe,7,0,0,1
328,rt @prayingforhead: ya pussy stank <unk> <unk>,7,0,0,1
329,@leiacatherinexx don&#8217;t be a hurt little faggot,7,2,2,1
330,jus a d nicca n the <unk>,7,0,0,1
331,i look like a dusty bird today..,7,1,1,1
332,<unk> &#128514;&#128514;&#128514; them bitches need a tan,7,0,0,1
333,who's pussy better then a crazy bitch?,7,0,0,1
334,"<unk> i'm feeling pretty fuckin ghetto"" smh",7,2,0,0
335,&#8220;@verkannt__: &#8220;@what_evaittakes: nasty pay the bills <unk>,7,1,0,0
336,@bobbybotsods @fuckthemallcops @uncleunco @mrmooncricket fuck off bitch.,7,0,0,1
337,"@realydotgdot we in dat bitch, my <unk>",7,0,0,1
338,rt <unk> retweet for big booty bitches,7,0,0,1
339,"xavier a hoe, he never lookin out..",7,0,0,1
340,this <unk> weather is a bitch,6,0,0,1
341,@benny_balboa yall fucking trash <unk> <unk>,6,0,0,1
342,<unk> never followed him ignorant monkey,6,2,2,1
343,<unk> <unk> you bitch to much.,6,0,0,1
344,"@alliebruner stop being mean, bitch! <unk>",6,0,0,1
345,<unk> and <unk> are faggots. <unk>,6,0,2,0
346,<unk> just beat the pussy up,6,0,0,1
347,"rt <unk> i'm rich, bitch. <unk>",6,0,0,1
348,fuzzy socks are the actual life,6,1,1,1
349,bae gotta bitch &#128514; whoops &#128564;,6,0,0,1
350,<unk> @chanelisabeth shut up fuckin beaner,6,2,0,0
351,follow a nicca on <unk> <unk>,6,0,0,1
352,<unk> target got them high class hoes,7,0,0,1
353,<unk> ain't no love 4 these hoes,7,0,0,1
354,<unk> don't be a bitch. get <unk>,7,0,0,1
355,rt <unk> iggy azalea that bitch &#128588;,7,0,0,1
356,<unk> i'm a fucking fag they <unk>,7,2,0,0
357,rt @__stackzz: pick 6 hoe lets <unk>,7,0,0,1
358,rt <unk> this bitch ugly in person,7,0,0,1
359,"<unk> is twitter"" bitch twitter is life",7,0,0,1
360,that bitch could sit on my face.,7,0,0,1
361,rt <unk> oreo cookie pancakes <unk> <unk>,7,1,1,1
362,@vampirrrra <unk> niggah do u <unk> <unk>,7,0,0,1
363,speak to my face you fake bitches.,7,0,0,1
364,<unk> i have small pussy size <unk>,7,0,0,1
365,fat dykes make me want to vomit,7,0,2,0
366,this bitch really has no filter &#128528;,7,0,0,1
367,dad bought me a brownie shake <unk>,7,1,1,1
368,im about to get all the pussy.,7,0,0,1
369,"<unk> he's gone always be a hoe""",7,0,0,1
370,a nicca ain't do shit all day,7,0,0,1
371,<unk> boutta walk out on these hoes&#8221;,7,1,0,0
372,<unk> a bird just shitted on me,7,1,0,0
373,smile at the bitches who hate you.,7,0,0,1
374,rt <unk> what y'all hoes up to?,7,0,0,1
375,breaking yo bitch like a <unk> nigga,7,0,0,1
376,@bridifferent <unk> <unk> where this bitch up,7,0,0,1
377,"all these beautiful bitches, <unk> beautiful thing",7,0,0,1
378,i'm a sucker for colored eyes &#128532;&#128532;,7,1,1,1
379,<unk> <unk> shit like this is retarded.,7,0,0,1
380,rt <unk> beautiful smiles and colored <unk>,7,1,1,1
381,rt @keyanalatricee_: @skinnybee__ bitches love us lol,7,0,0,1
382,rt <unk> &lt;----- not buying bitches <unk>,7,0,0,1
383,rt @tweetlikeagiri: cinco de way ho <unk>,7,1,0,0
384,<unk> what are you doing tonight pussy?,7,0,0,1
385,rt @juicygenie: sheryl crow be my mom,7,0,1,0
386,<unk> <unk> @rodriguez5_ he's texas trash bro,7,1,0,0
387,shouts out to all my goth bitches,7,0,0,1
388,that dude rent ain't no <unk> either.,7,0,0,1
389,@brenddan_ they said some bullshit. damn niggers,7,2,2,1
390,u want a cookie tomorrow bitch @_lostb0y,7,0,0,1
391,triple fudge brownie <unk> ice cream <unk>,7,1,1,1
392,"can't fuck wit no bitch ugly friends,",7,0,0,1
393,rt @yankees: #yankees win! final <unk> <unk>,7,1,1,1
394,@callneeshcakey to lay up w my bitch,7,0,0,1
395,rt @faceyspace: <unk> are fucking <unk> sorry.,7,0,0,1
396,<unk> gotta keep your bitch in check,7,0,0,1
397,i love to eat pussy! #love <unk>,7,0,0,1
398,dese niggaz on dat guala <unk> <unk>,7,0,0,1
399,<unk> this account is so <unk> retarded.,7,1,0,0
400,<unk> @bellaangeletti sorry dyslexia is a bitch,7,0,0,1
401,"you got niggas, and i got bitches.",7,0,0,1
402,fat ass hoe holding up the machine,7,0,2,0
403,<unk> green a bitch ass nigga bruh,7,0,0,1
404,i love wearing fuzzy socks to work,7,1,1,1
405,rt <unk> @1stblocjeremiah 1st block bitch wassup,7,0,0,1
406,<unk> @aknadnrye give me credit lil bitch,7,0,0,1
407,punch that hoe cause she deserve it.,7,0,0,1
408,<unk> what's with that <unk> bird? <unk>,7,0,1,0
409,"<unk> the way we do punch bitches.""",7,0,0,1
410,we wacko birds are still tweeting <unk>,7,1,1,1
411,but i have the hoes &#128542; <unk>,7,0,0,1
412,rt <unk> <unk> you arent a bitch.,7,0,0,1
413,yo hoe will get slayed . <unk>,7,0,0,1
414,<unk> hey jim you'll love this <unk>,7,1,0,0
415,<unk> overpriced complete trash. not even <unk>,7,1,1,1
416,good morning to you hoes and <unk>,7,0,0,1
417,light skin girls is the biggest hoes?,7,0,0,1
418,<unk> @_vontethekidd <unk> i got hicks lol,7,1,1,1
419,<unk> <unk> &amp; kendrick lamar still trash&#8221;,7,1,1,1
420,we can't trust these hoes fam <unk>,7,0,0,1
421,rt <unk> ur typical twitter hoe <unk>,7,0,0,1
422,real niggas let real bitches come &#128070;,7,0,0,1
423,"2 bad bitches, 3 <unk> 4 <unk>",7,0,0,1
424,rt <unk> hoes will be hoes .,7,0,2,0
425,kicking bitches out the house like <unk>,7,0,0,1
426,i fucking hate you niggers bruh... <unk>,7,2,2,1
427,@uberfacts studies show that you're a faggot,7,2,2,1
428,<unk> rt <unk> <unk> metal monkey <unk>,7,1,0,0
429,i'm on my fuck that bitch shit,7,0,0,1
430,shoulda put retard mikey on <unk> <unk>,7,0,0,1
431,fucking hate ghetto girls i swear bruh,7,0,0,1
432,build a bear &lt;&lt;&lt;&lt; build a bitch,7,0,0,1
433,thursdays really been trash this season @nfl,7,1,1,1
434,subtweeting little bitch <unk> the high <unk>,7,0,0,1
435,<unk> you a real bitch for that,7,0,0,1
436,thirsty ass bitches shit dat ion like...,7,0,0,1
437,where all the 2nd string bitches at?,7,0,0,1
438,@capodaasshole lol that hoe for <unk> old,7,0,0,1
439,rt <unk> money over the best pussy,7,0,0,1
440,fuck wit us and we tweakin hoe,7,0,0,1
441,rt <unk> @1d_nipples_ you slay that bitch,7,0,0,1
442,sluts and hoes are <unk> their services.,7,0,0,1
443,even <unk> birds like the stuff <unk>,7,1,1,1
444,slide in the pussy like a surfboard,7,0,0,1
445,rt @louievree: lord help this bitch <unk>,7,0,0,1
446,<unk> @lgreiner3 @raycewarden @bigjohn_studd shut up nigger,7,2,2,1
447,rt @thereal_emandm: settling down is for pussies,7,1,0,0
448,<unk> why lie you're my nigguh &#128526;,7,0,0,1
449,are poor little guinea pig died :(,7,1,1,1
450,<unk> get worshiping bitch! <unk> woof woof,7,2,0,0
451,rt <unk> only real bitches suck dick,7,0,0,1
452,<unk> he ate my pussy i could..,7,0,0,1
453,<unk> some weird local ghetto school haha,7,1,1,1
454,is this retarded bitch really this stupid?,7,0,0,1
455,i well fuck yu too bitch !,7,0,0,1
456,daddy cracker and a few bad bitches...,7,0,0,1
457,"@divamonroe2uhoe @cheefpolo hoe hoe hoe, merry christmas",7,0,1,0
458,"""you ol <unk> mouth ass bitch"" <unk>",7,0,2,0
459,love getting nudes from my bitches <unk>,7,0,0,1
460,"not ya grandma brownies, wink wink <unk>",7,0,1,0
461,<unk> my phone was dead fag man,7,2,0,0
462,when your side bitch won't leave <unk>,7,0,0,1
463,rt <unk> i inhale white <unk> nigger,7,2,0,0
464,the karate kid is such a pussy,7,0,0,1
465,<unk> go jerk off to <unk> faggot.,7,0,2,0
466,rt @kingtunchi_: i only fw grown hoes!,7,0,0,1
467,these bitches love me. these niggas copy,7,0,0,1
468,rt @kep0ne: @quanb24 you bitch ass nigga,7,0,0,1
469,my drugs are green my bitches white,7,0,0,1
470,<unk> we need more opinionated bitches. <unk>,7,0,0,1
471,@jrise88 @g_anderson4 what do you want fag,7,2,2,1
472,<unk> <unk> alu o polosi ho <unk>,7,1,1,1
473,she got me like fuck that bitch,7,0,0,1
474,rt <unk> these bitches ain't real. &#128514;,7,0,0,1
475,not finna play with the bitches lmao,7,0,0,1
476,beat the pussy down like my <unk>,7,0,0,1
477,"rose colored glasses only, you guys. <unk>",7,1,1,1
478,<unk> get head from hoes wit <unk>,7,0,0,1
479,get two birds stoned at one time.,7,1,1,1
480,people on this site are fucking retarded sometimes,8,0,2,0
481,any pussy i had i can get again!,8,0,0,1
482,some of these hoes out here for everybody.,8,0,0,1
483,i need some <unk> clear in this bitch,8,0,0,1
484,<unk> superman dat hoe no watch me <unk>,8,0,0,1
485,<unk> bitch y u ain't come to school,8,0,0,1
486,walking dead gonna be so trash this season,8,1,1,1
487,her pussy wet i call it <unk> water,8,0,0,1
488,melo should've got the bitch for the east,8,0,0,1
489,"rt <unk> damn, i got bitches *kanye voice*",8,0,0,1
490,"you are a hoe, hoe, &amp; a hoe.",8,0,0,1
491,fucking bitches never hit a nigga back up,8,0,0,1
492,@evan_p_grant i can only hope charlie strong. <unk>,8,1,1,1
493,<unk> <unk> <unk> is a hoe for that,8,0,0,1
494,i wanna go to a trash talk concert,8,1,1,1
495,<unk> @marlin_fishyass it was old ratchet hoes bruh,8,0,0,1
496,charlie sheen's video message to president obama <unk>,8,1,1,1
497,rt <unk> charlie crist wins democratic primary <unk>,8,1,1,1
498,a lot of bitches eat ass nowadays &#128567;,8,0,0,1
499,rt @sammylightning_: phil <unk> is a pussy @tnasty4teen,8,0,0,1
500,@sbsylvester @kieffer_jason @hunterbuch66 bitch u ugly then hoe,8,0,2,0
501,called eddie a hoe.... by mistake doe. lol,8,0,0,1
502,i might need to get some hoes,7,0,0,1
503,vine is filled with pussy lol smh,7,0,0,1
504,bc i got too many bitches &#128514;&#128514;&#128514;,7,0,0,1
505,ferrari <unk> bitch it's a wonderful thing.,7,0,0,1
506,rt <unk> <unk> that hoe over there.,7,0,0,1
507,rt <unk> @vivalamarley yea dem hoes crazy,7,0,0,1
508,<unk> you see me texting you bitch,7,0,0,1
509,@elise_palmer youre cheating on mickey <unk> <unk>,7,0,1,0
510,don't be mad cause yo bitch choosin,7,0,0,1
511,<unk> chilling <unk> <unk> sexy scally lad,7,0,1,0
512,it aint nuffin to cut that bitch <unk>,8,0,0,1
513,ask around n the streets bitch bout jay,8,0,0,1
514,especially dem <unk> <unk> dat shit was outrageous,8,0,0,1
515,@ariennajanee thats why <unk> a yellow bone <unk>,8,1,1,1
516,"rt <unk> niggas gon talk, bitches gon hate.",8,0,0,1
517,rt <unk> panera with my bottom bitch <unk>,8,0,0,1
518,&#8220;@coley_cee: @lil_aerii <unk> <unk> bitch no ones available,8,0,0,1
519,when she wit me got yo bitch open,8,0,0,1
520,i have a feeling tonight will be trash.,8,1,1,1
521,<unk> safe <unk> <unk> to twitter my <unk>,8,0,0,1
522,rt <unk> <unk> bitches <unk> @violetannt <unk> <unk>,8,0,0,1
523,and i've had enough. unfollowing dat ass bitch,8,0,0,1
524,rt @thereal_emandm: @red_is_raw so is your pussy lmao,8,0,0,1
525,@yourdudeferg like a tree in this bitch? <unk>,8,1,0,0
526,rt <unk> ready to make today my bitch.,8,0,0,1
527,&#128514;&#128514;&#128514; nicca gotta team full of <unk> hoes,8,0,0,1
528,rt <unk> <unk> teeth are quite <unk> @wbdyllon_,8,0,1,0
529,<unk> if it <unk> i turn pussy lol,8,0,0,1
530,<unk> she a hoe not a housewife &#128527;,8,0,0,1
531,<unk> that bitch lace front is lace fucked,8,0,0,1
532,<unk> <unk> <unk> my name is <unk> bitch,8,0,0,1
533,bad bitches is the only thing that like,8,0,0,1
534,@yankees <unk> don't matter in spring training man!,8,1,1,1
535,ima shmurda dance in that pussy hoe !!,8,0,0,1
536,i just put down a pan of brownies,8,1,1,1
537,"""no boats and hoes please <unk> - mom",8,0,0,1
